id,drink_id,name,price,quantity,change,event,timestamp
310670,1,Pilsner,5.1,2,0.1,buy,2025-09-06T16:40:31.310801
311285,2,IPA,5.976,0,-0.024,balance,2025-09-06T16:40:31.311324
311937,3,Cocktail,8.964,0,-0.036,balance,2025-09-06T16:40:31.311978
312569,4,Soft,2.988,0,-0.012,balance,2025-09-06T16:40:31.312612
313227,5,Shot,3.984,0,-0.016,balance,2025-09-06T16:40:31.313270
845298,3,Cocktail,9.054,1,0.09,buy,2025-09-06T16:52:01.845561
848785,1,Pilsner,5.09,0,-0.01,balance,2025-09-06T16:52:01.848932
849868,2,IPA,5.964,0,-0.012,balance,2025-09-06T16:52:01.849932
850472,4,Soft,2.982,0,-0.006,balance,2025-09-06T16:52:01.850531
851154,5,Shot,3.976,0,-0.008,balance,2025-09-06T16:52:01.851262
712219,1,Pilsner,3.1747,0,-1.9153,crash,2025-09-06T16:52:41.712265
713096,2,IPA,4.913,0,-1.051,crash,2025-09-06T16:52:41.713213
713789,3,Cocktail,7.4104,0,-1.6436,crash,2025-09-06T16:52:41.713883
714306,4,Soft,2.0,0,-0.982,crash,2025-09-06T16:52:41.714368
714837,5,Shot,2.0,0,-1.976,crash,2025-09-06T16:52:41.714885
329543,1,Pilsner,5.0,0,0,reset,2025-09-06T16:54:02.329590
330239,2,IPA,6.0,0,0,reset,2025-09-06T16:54:02.330284
330837,3,Cocktail,9.0,0,0,reset,2025-09-06T16:54:02.330900
331331,4,Soft,3.0,0,0,reset,2025-09-06T16:54:02.331370
331742,5,Shot,4.0,0,0,reset,2025-09-06T16:54:02.331779
34252,1,Pilsner,3.0,0,-2.0,crash,2025-09-06T16:56:12.034350
35229,2,IPA,4.0483,0,-1.9517,crash,2025-09-06T16:56:12.035280
35841,3,Cocktail,7.6712,0,-1.3288,crash,2025-09-06T16:56:12.035891
36609,4,Soft,2.0,0,-1.0,crash,2025-09-06T16:56:12.036665
37204,5,Shot,2.9468,0,-1.0532,crash,2025-09-06T16:56:12.037331
765079,2,IPA,4.0,0,-0.0483,crash,2025-09-06T16:56:15.765126
766473,3,Cocktail,6.0,0,-1.6712,crash,2025-09-06T16:56:15.766523
767208,5,Shot,2.0,0,-0.9468,crash,2025-09-06T16:56:15.767263
640749,1,Pilsner,5.0,0,0,reset,2025-09-06T16:56:23.640804
641341,2,IPA,6.0,0,0,reset,2025-09-06T16:56:23.641394
641992,3,Cocktail,9.0,0,0,reset,2025-09-06T16:56:23.642041
642551,4,Soft,3.0,0,0,reset,2025-09-06T16:56:23.642601
643192,5,Shot,4.0,0,0,reset,2025-09-06T16:56:23.643243
765323,2,IPA,6.06,1,0.06,buy,2025-09-06T16:57:02.765382
766339,1,Pilsner,4.99,0,-0.01,balance,2025-09-06T16:57:02.766397
766884,3,Cocktail,8.982,0,-0.018,balance,2025-09-06T16:57:02.766943
767488,4,Soft,2.994,0,-0.006,balance,2025-09-06T16:57:02.767538
768066,5,Shot,3.992,0,-0.008,balance,2025-09-06T16:57:02.768126
480269,1,Pilsner,5.04,1,0.05,buy,2025-09-06T16:57:14.480329
480927,2,IPA,6.048,0,-0.012,balance,2025-09-06T16:57:14.480982
481390,3,Cocktail,8.964,0,-0.018,balance,2025-09-06T16:57:14.481438
481838,4,Soft,2.988,0,-0.006,balance,2025-09-06T16:57:14.481909
482393,5,Shot,3.984,0,-0.008,balance,2025-09-06T16:57:14.482447
286715,1,Pilsner,6.5,0,1.46,manual_update,2025-09-06T17:00:24.286769
941984,1,Pilsner,6.6073,2,0.1073,rush_hour,2025-09-06T17:03:15.942070
933711,3,Cocktail,9.0918,0,0.1278,happy_hour,2025-09-06T17:06:39.933767
934292,4,Soft,2.9371,0,-0.0509,happy_hour,2025-09-06T17:06:39.934335
934829,5,Shot,4.0672,0,0.0832,happy_hour,2025-09-06T17:06:39.934868
657299,1,Pilsner,6.5963,0,-0.011,market_evolution,2025-09-06T17:06:55.657355
657990,2,IPA,6.038,0,-0.01,market_evolution,2025-09-06T17:06:55.658045
658636,3,Cocktail,9.2305,0,0.1387,happy_hour,2025-09-06T17:06:55.658691
659145,4,Soft,2.8908,0,-0.0463,happy_hour,2025-09-06T17:06:55.659200
659657,5,Shot,4.1488,0,0.0816,happy_hour,2025-09-06T17:06:55.659709
988232,3,Cocktail,9.3143,0,0.0838,rush_hour,2025-09-06T17:08:14.988288
989607,4,Soft,2.9139,0,0.0231,rush_hour,2025-09-06T17:08:14.989654
990177,5,Shot,4.2044,0,0.0556,rush_hour,2025-09-06T17:08:14.990220
503127,2,IPA,6.1611,5,0.1231,crash,2025-09-06T18:43:13.503388
75306,1,Pilsner,5.0,0,0,reset,2025-09-06T18:56:20.075823
76830,2,IPA,6.0,0,0,reset,2025-09-06T18:56:20.076899
77544,3,Cocktail,9.0,0,0,reset,2025-09-06T18:56:20.077599
78407,4,Soft,3.0,0,0,reset,2025-09-06T18:56:20.078459
79469,5,Shot,4.0,0,0,reset,2025-09-06T18:56:20.079534
76108,1,Pilsner,5.051,1,0.051,weekend,2025-09-06T18:56:39.076223
794166,1,Pilsner,5.05,0,-0.001000000000000334,manual_update,2025-09-06T18:56:43.794291
869288,2,IPA,6,0,0.0,manual_update,2025-09-06T18:56:46.869362
455259,2,IPA,6.5,0,0.5,manual_update,2025-09-06T18:56:50.455320
836375,3,Cocktail,15,0,6.0,manual_update,2025-09-06T18:57:08.836434
276022,1,Pilsner,5.1178,1,0.0678,special,2025-09-06T19:04:40.276210
809778,3,Cocktail,15.0,20,0.0,special,2025-09-06T19:05:05.809860
809458,3,Cocktail,15.0,20,0.0,special,2025-09-06T19:05:42.809580
88860,2,IPA,6.825,20,0.325,special,2025-09-06T19:05:50.088950
631955,2,IPA,7.1662,20,0.3412,special,2025-09-06T19:05:55.632038
65267,1,Pilsner,5.1631,1,0.0453,rush_hour,2025-09-06T19:16:25.065874
636705,2,IPA,7.3056,2,0.1394,rush_hour,2025-09-06T19:16:34.636775
343731,5,Shot,4.2,5,0.2,rush_hour,2025-09-06T19:16:49.344695
168011,1,Pilsner,5.4077,5,0.2446,rush_hour,2025-09-06T19:16:57.168222
650443,1,Pilsner,5.2513,0,-0.1564,crash,2025-09-06T19:21:03.652510
709002,2,IPA,7.1914,0,-0.1142,crash,2025-09-06T19:21:03.709159
718323,3,Cocktail,14.7832,0,-0.2168,crash,2025-09-06T19:21:03.718462
720312,4,Soft,2.9235,0,-0.0765,crash,2025-09-06T19:21:03.720382
725035,5,Shot,3.9613,0,-0.2387,crash,2025-09-06T19:21:03.725114
227381,1,Pilsner,5.0,0,0,reset,2025-09-06T19:21:10.227454
228128,2,IPA,6.0,0,0,reset,2025-09-06T19:21:10.228187
229381,3,Cocktail,9.0,0,0,reset,2025-09-06T19:21:10.229468
230456,4,Soft,3.0,0,0,reset,2025-09-06T19:21:10.230522
231249,5,Shot,4.0,0,0,reset,2025-09-06T19:21:10.231313
832342,1,Pilsner,4.8051,1,-0.1949,crash,2025-09-06T19:21:23.832402
121566,1,Pilsner,4.5814,1,-0.2237,crash,2025-09-06T19:21:36.121633
829386,1,Pilsner,4.8105,50,0.2291,crash,2025-09-06T19:21:42.829442
847255,4,Soft,3.15,50,0.15,crash,2025-09-06T19:22:00.847342
287102,5,Shot,3.8881,3,-0.1119,crash,2025-09-06T19:22:13.287161
515766,3,Cocktail,8.929,2,-0.071,crash,2025-09-06T19:22:26.515858
769702,1,Pilsner,4.5915,0,-0.219,crash,2025-09-06T19:22:36.770027
771556,2,IPA,5.7365,0,-0.2635,crash,2025-09-06T19:22:36.771636
772553,3,Cocktail,8.6811,0,-0.2479,crash,2025-09-06T19:22:36.772614
773614,4,Soft,2.9945,0,-0.1555,crash,2025-09-06T19:22:36.773683
774623,5,Shot,3.7073,0,-0.1808,crash,2025-09-06T19:22:36.774691
506251,1,Pilsner,4.2941,0,-0.2974,crash,2025-09-06T19:22:38.506366
519726,2,IPA,5.6186,0,-0.1179,crash,2025-09-06T19:22:38.519847
525077,3,Cocktail,8.4618,0,-0.2193,crash,2025-09-06T19:22:38.525139
526175,4,Soft,2.836,0,-0.1585,crash,2025-09-06T19:22:38.526234
527449,5,Shot,3.4575,0,-0.2498,crash,2025-09-06T19:22:38.527510
130354,1,Pilsner,4.025,0,-0.2691,crash,2025-09-06T19:22:39.130430
131110,2,IPA,5.3471,0,-0.2715,crash,2025-09-06T19:22:39.131162
131780,3,Cocktail,8.26,0,-0.2018,crash,2025-09-06T19:22:39.131831
132586,4,Soft,2.7269,0,-0.1091,crash,2025-09-06T19:22:39.132655
133232,5,Shot,3.3216,0,-0.1359,crash,2025-09-06T19:22:39.133270
602066,1,Pilsner,3.807,0,-0.218,crash,2025-09-06T19:22:39.602122
602933,2,IPA,5.0959,0,-0.2512,crash,2025-09-06T19:22:39.602994
603588,3,Cocktail,7.9237,0,-0.3363,crash,2025-09-06T19:22:39.603645
604258,4,Soft,2.6152,0,-0.1117,crash,2025-09-06T19:22:39.604314
604951,5,Shot,3.063,0,-0.2586,crash,2025-09-06T19:22:39.605007
994070,1,Pilsner,3.6138,0,-0.1932,crash,2025-09-06T19:22:39.994142
996918,2,IPA,4.8875,0,-0.2084,crash,2025-09-06T19:22:39.996988
997628,3,Cocktail,7.7593,0,-0.1644,crash,2025-09-06T19:22:39.997678
998457,4,Soft,2.5523,0,-0.0629,crash,2025-09-06T19:22:39.998511
