drink_id,drink_name,quantity,unit_price,base_price,total_price,profit_loss,timestamp
SESSION_SUMMARY,Barman: C'est moi,35,Start: 2025-09-09T20:29:33.509120,End: 2025-09-09T20:33:47.311570,81.32839566391989,-2.9716043360801017,Starting Cash: 0.0
,,,,,,,
14,1664 Blanche,1,1.7,1.9,1.7,-0.19999999999999996,2025-09-09T20:31:42.522187
14,1664 Blanche,1,1.7189999999999999,1.9,1.7189999999999999,-0.18100000000000005,2025-09-09T20:31:45.503431
14,1664 Blanche,1,1.7379999999999998,1.9,1.7379999999999998,-0.16200000000000014,2025-09-09T20:31:45.772850
14,1664 Blanche,1,1.7569999999999997,1.9,1.7569999999999997,-0.14300000000000024,2025-09-09T20:31:46.070279
14,1664 Blanche,1,1.7759999999999996,1.9,1.7759999999999996,-0.12400000000000033,2025-09-09T20:31:46.768569
3,Bourbon blonde,1,2.0672175510461517,2.1,2.0672175510461517,-0.03278244895384841,2025-09-09T20:32:12.389524
11,Bar'IPA,1,2.687618152012697,2.9,2.687618152012697,-0.21238184798730275,2025-09-09T20:32:13.285255
10,Brewdog IPA,1,2.944538660931159,3.0,2.944538660931159,-0.05546133906884121,2025-09-09T20:32:13.981022
10,Brewdog IPA,1,2.9745386609311586,3.0,2.9745386609311586,-0.025461339068841404,2025-09-09T20:32:14.099027
10,Brewdog IPA,1,3.0045386609311584,3.0,3.0045386609311584,0.0045386609311584,2025-09-09T20:32:14.236929
10,Brewdog IPA,1,3.034538660931158,3.0,3.034538660931158,0.034538660931158205,2025-09-09T20:32:14.377264
10,Brewdog IPA,1,3.064538660931158,3.0,3.064538660931158,0.06453866093115801,2025-09-09T20:32:14.509167
6,Despe tropical,1,2.537942101293606,2.3,2.537942101293606,0.23794210129360627,2025-09-09T20:32:15.872921
6,Despe tropical,1,2.560942101293606,2.3,2.560942101293606,0.2609421012936064,2025-09-09T20:32:16.001785
6,Despe tropical,1,2.5839421012936064,2.3,2.5839421012936064,0.28394210129360653,2025-09-09T20:32:16.126638
6,Despe tropical,1,2.6069421012936065,2.3,2.6069421012936065,0.30694210129360666,2025-09-09T20:32:16.254191
6,Despe tropical,1,2.6299421012936066,2.3,2.6299421012936066,0.3299421012936068,2025-09-09T20:32:16.394368
14,1664 Blanche,1,1.690212938411304,1.9,1.690212938411304,-0.20978706158869587,2025-09-09T20:33:11.044858
14,1664 Blanche,1,1.709212938411304,1.9,1.709212938411304,-0.19078706158869596,2025-09-09T20:33:12.796449
14,1664 Blanche,1,1.7282129384113039,1.9,1.7282129384113039,-0.17178706158869606,2025-09-09T20:33:13.467331
14,1664 Blanche,1,1.7472129384113038,1.9,1.7472129384113038,-0.15278706158869615,2025-09-09T20:33:13.840537
14,1664 Blanche,1,1.7662129384113037,1.9,1.7662129384113037,-0.13378706158869624,2025-09-09T20:33:14.186854
14,1664 Blanche,1,1.7852129384113036,1.9,1.7852129384113036,-0.11478706158869634,2025-09-09T20:33:14.746956
14,1664 Blanche,1,1.8042129384113035,1.9,1.8042129384113035,-0.09578706158869643,2025-09-09T20:33:15.307511
11,Bar'IPA,1,2.4947151872236613,2.9,2.4947151872236613,-0.40528481277633865,2025-09-09T20:33:17.456082
11,Bar'IPA,1,2.523715187223661,2.9,2.523715187223661,-0.37628481277633874,2025-09-09T20:33:17.840825
11,Bar'IPA,1,2.552715187223661,2.9,2.552715187223661,-0.3472848127763388,2025-09-09T20:33:18.285998
3,Bourbon blonde,1,1.879578364360897,2.1,1.879578364360897,-0.2204216356391031,2025-09-09T20:33:20.131055
3,Bourbon blonde,1,1.9005783643608969,2.1,1.9005783643608969,-0.1994216356391032,2025-09-09T20:33:20.678796
3,Bourbon blonde,1,1.9215783643608968,2.1,1.9215783643608968,-0.1784216356391033,2025-09-09T20:33:21.251268
10,Brewdog IPA,1,2.8275569852208853,3.0,2.8275569852208853,-0.17244301477911472,2025-09-09T20:33:22.888649
10,Brewdog IPA,1,2.857556985220885,3.0,2.857556985220885,-0.14244301477911492,2025-09-09T20:33:23.335394
10,Brewdog IPA,1,2.887556985220885,3.0,2.887556985220885,-0.11244301477911511,2025-09-09T20:33:23.700661
10,Brewdog IPA,1,2.9175569852208847,3.0,2.9175569852208847,-0.08244301477911531,2025-09-09T20:33:24.117130
10,Brewdog IPA,1,2.9475569852208845,3.0,2.9475569852208845,-0.052443014779115504,2025-09-09T20:33:24.542065
